fr_sentence,lr_sentence,language_pair,class,binary_class,sbert_score,length_score,jaccard_bigrams,jaccard_trigrams,jaccard_quadrigrams,phonetic_jaccard,corpus,language
Article 8,Article 8,parcolab_universal_tr__fr-oc,parallel,1,0.9999999403953552,0.0,1.0,1.0,1.0,1.0,parcolab_universal_tr_,oc
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.","Alara, la bisa se metèt a bufar de tot son vam que, d’ont mai bufava, d’ont mai lo viatjaire se sarrava lo mantèl a el, fin finala, aquesta pleguèt de lo i voler far quitar.",LIMSI_fr-oc_lan_puygouzon,parallel,1,0.593657374382019,0.05405405405405406,0.49056603773584906,0.21904761904761905,0.10037174721189591,0.24390243902439024,LIMSI_fr-oc_lan,puygouzon
"En Suisse, ""les langues nationales sont l’allemand, le français, l’italien et le romanche."" (article 4) tandis que ""les cantons déterminent leurs langues officielles."" (article 70) - un système qui, transposé en France, donnerait à l’alsacien un statut officiel en Alsace, de même que pour le corse en Corse, le basque au Pays basque, etc.","Di fatti, quandu ogni individuu hà a capacità d’esse bislinguu, ùn ci hè nunda chì permetti d’affirmà ch’un populu deve esse necessariamente monoliguu, cum’è a face rimarcà u cullettivu « Ghjustizia per e lingue nostre ».",parcolab_feltin-20230207_tr__fr-oc,non-parallel,0,0.5569045543670654,0.3333333333333333,0.36813186813186816,0.08086253369272237,0.008791208791208791,0.0625,parcolab_feltin-20230207_tr_,oc
Article 18,Article 9,parcolab_universal_tr__fr-oc,non-parallel,0,0.7760524749755859,0.0,0.7,0.6666666666666666,0.625,1.0,parcolab_universal_tr_,oc
"Nul ne peut être arbitrairement arrêté, détenu ni exilé.",Nascinu tutti l'omi libari è pari di dignità è di diritti. Pussedinu a raghjoni è a cuscenza è li tocca ad agiscia trà elli di modu fraternu.,parcolab_universal_tr__fr-co,non-parallel,0,0.22108623385429382,0.6666666666666666,0.17525773195876287,0.0457516339869281,0.005747126436781609,0.0,parcolab_universal_tr_,co
L'Assemblée générale,Ogni parsona hà dirittu à a libertà di riunioni è d'associu pacificu.,parcolab_universal_tr__fr-oc,non-parallel,0,0.2745770812034607,0.8333333333333334,0.06779661016949153,0.013157894736842105,0.0,0.0,parcolab_universal_tr_,oc
"Tel est pourtant le cas en France où, dans les faits, c’est une politique d’assimilation qui est menée depuis des décennies, au point de menacer la survie de toutes les langues dites régionales de métropole.",Pertant es plan lo cas en França,parcolab_feltin-20230207_tr__fr-oc,semi-parallel,1,0.589293360710144,0.8,0.19811320754716982,0.10465116279069768,0.06598984771573604,0.125,parcolab_feltin-20230207_tr_,oc
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.","So hèt der Bisswìnd miassa züega, àss d'Sùnn stäriker ìsch àss ar.",LIMSI_fr-gsw_colmar,parallel,1,0.1526777595281601,0.2,0.18823529411764706,0.042735042735042736,0.016129032258064516,0.0,LIMSI_fr-gsw,colmar
"Ce qu’entendant la dame, et désespérant d’obtenir vengeance ni soulagement à son chagrin, elle résolut de flétrir la lâcheté du susdit roi.",Son tombats d'acòrdi que aqueu que arribariá lo premier a faire enlevar son manteu au voiatjur sariá regardat per lo plus fòrt.,parcolab_boccace_tr__fr-oc,non-parallel,0,0.23644393682479858,0.0,0.29508196721311475,0.06074766355140187,0.008264462809917356,0.08571428571428572,parcolab_boccace_tr_,oc
1.,1.,parcolab_universal_tr__fr-co,semi-parallel,1,0.9999999403953552,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,co
Tous les êtres humains naissent libres et égaux en dignité et en droits. Ils sont doués de raison et de conscience et doivent agir les uns envers les autres dans un esprit de fraternité.,Nascinu tutti l'omi libari è pari di dignità è di diritti. Pussedinu a,parcolab_universal_tr__fr-co,semi-parallel,1,0.6634719967842102,0.6176470588235294,0.20754716981132076,0.05747126436781609,0.02403846153846154,0.058823529411764705,parcolab_universal_tr_,co
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.",Alara lo solelh se metèt a lusir e passat pertot,LIMSI_fr-oc_lan_montblanc,semi-parallel,1,0.3661114275455475,0.47368421052631576,0.21348314606741572,0.056,0.022388059701492536,0.08695652173913043,LIMSI_fr-oc_lan,montblanc
"Devant la persécution, toute personne a le droit de chercher asile et de bénéficier de l'asile en d'autres pays.","S'ella hè parsiguitata, ogni parsona hà u dirittu di dumandà l'asigliu è di riceva lu in l'altri paesi.",parcolab_universal_tr__fr-co,parallel,1,0.3953673243522644,0.05263157894736842,0.2376237623762376,0.06875,0.016483516483516484,0.18518518518518517,parcolab_universal_tr_,co
Article 21,"In Itàlie, zuem Beispiel, stehn d Sprochrachte vùn de Minderheite zitter 1948 in de Grundsätz vùn de Verfàssùng : « D Repüblik bschuetzt dùrich bsùnderi Norme d linguistische Minderheite » (Artikel 6).",parcolab_universal_tr__fr-oc,non-parallel,0,0.3088960647583008,0.9375,0.043859649122807015,0.012195121951219513,0.00558659217877095,0.05263157894736842,parcolab_universal_tr_,oc
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.",Alora lo solèu entemenèc de lusir e,LIMSI_fr-oc_noc_risoul,semi-parallel,1,0.38082748651504517,0.631578947368421,0.2564102564102564,0.08108108108108109,0.024793388429752067,0.047619047619047616,LIMSI_fr-oc_noc,risoul
- Systématiser les signalétiques bilingues français-langue régionale dans l'espace public et les bâtiments publics.,Tombèron d'acòrd qu'aquelh qu'arribariá lo promier a far garar son mantèlh alh viatjaire sariá vist coma lo plus fòrt.,parcolab_feltin-20220308_tr__fr-co,non-parallel,0,0.0,0.2631578947368421,0.23275862068965517,0.02197802197802198,0.0,0.0,parcolab_feltin-20220308_tr_,co
"Un homme avait deux fils. Dont le plus jeune dit à son père : mon père, donnez moi ce qui doit me revenir de votre bien. Et le père leur fit le partage de son bien. Peu de jours après, le plus jeune de ces deux fils, ayant amassé tout ce qu’il avait, s'en alla dans un pays étranger fort éloigné, où il dissipa tout son bien en excés et en débauches. Après qu’il eut tout dépensé, il survint une grande famine dans ce pays-là, et il commença à tomber en nécessité. Il s’en alla donc, et s’attacha au service d’un des habitants du pays, qui l'envoya dans sa maison des champs pour y garder les pourceaux. Et là il eût été bien aise de remplir son ventre des cosses que les pourceaux mangeaient; mais personne ne lui en donnait. Enfin, étant rentré en lui-même, il dit : Combien y a-t-il, chez mon père, de serviteurs à gages qui ont plus de qu’il ne leur en faut; et moi je meurs ici de faim ! Il faut que je me lève et que j'aille trouver mon père, et que je lui dise : mon père, j'ai pêché contre le ciel et contre vous; et je ne suis plus digne d'être appelé votre fils; traitez-moi comme l’un des serviteurs qui sont à vos gages. Il se leva donc et vint trouver son père , et lorsqu'il était encore bien loin, son père l'aperçut et en fut touché de compassion ; et, courant à lui, il se jeta à son cou et le baisa ; et son fils lui dit : mon père, j'ai péché contre le ciel et contre vous ; et je ne suis plus digne d'être appelé votre fils. Alors le père dit à ses serviteurs : apportez promptement la plus belle robe et l'en revêtez ; et mettez-lui un anneau au doigt et des souliers aux pieds ; amenez aussi le veau gras, et le tuez ; mangeons et faisons bonne chère : parce que mon fils que voici étail mort, et il est ressuscité ; il était perdu, et il est retrouvé. Ils commencèrent donc à faire festin. Cependant son fils ainé, qui était dans les champs, revint ; et, lorsqu’il fut proche de la maison, il entendit les concerts et le bruit de ceux qui dansaient. Il appela donc un des serviteurs, et lui demanda ce que c'était. Le serviteur lui répondit : c’est que votre frère est revenu ; et votre père a tué le veau gras, parce qu’il le revoit en santé. Ce qui l'ayant mis en colère, il ne voulait point entrer mais son père étant sorti pour l'en prier, il lui fit cette réponse : Voilà déjà tant d’années que je vous sers, et je ne vous ai jamais désobéi en rien de ce que vous m'avez commandé; et cependant vous ne m’avez jamais donné un chevreau, pour me réjouir avec mes amis ; mais aussitôt que votre autre fils, qui a mangé son bien avec des femmes perdues, est revenu, vous avez tué pour lui le veau gras. Alors le père lui dit: mon fils, vous êtes toujours avec moi, et tout ce que j'ai est à vous; mais il fallait faire festin et nous réjouir, parce que votre frère était mort, et il est ressuscité ; il était perdu, et il a été retrouvé.","Un home abio dous éfans. Lou pus jouine diguèt a soun pèra: Moun pera douna me la part de bostre biande que me coumpeta et lou père ye partaget sa bianda. Quaouques jours après lou pus jouines d'aquelles efans quand aget tout raspaliat, s'en anet dins l'estrange pais pla lion, el lai fricasset tout sen déqué en bisquen coume un libertin. Quand aget tout acabat, arribet una granda famina. dine aquel païs et el coumencet à pati. S'en anel et se louguet amb'un bourgés d'aquel païs que l'embouyet à sa boria per garda lous porcs. Et aurio pla aimat de rampli soun bentre de los petoufos que lous porcs mangeabon, et pressoune ny en dounabo pa gés. Anfin rentra en él même et se dis: Quanses y o dè barlets dine l'oustaou de moun pèra que foou soun sadoul dé pan et yeou aïci crebe de fan ! Aneu noun ban trouba moun pera et ye dire: Moun pera ai ouffensat lou ciel et bous ai ouffensat. Sioï pas pus dinne que m'agayou couma bostre éfan, fasés de yeou couma d'un de bostres barlets. Se léba et s'en bai trouba soun pera: n'éra incaro soun pera lou beget et lou planguet, iy courris, l'embrassa, lou sarra, lou mange de poutous. L'efan ye dis: Moun pera ai ouffensat lou ciel et bous ai ouffensat, sioï pas pus dinne qué bostre éfan. Aladoun lou pera dis à sous doumestiquas: bite. à pourtas sous premiers bestiméns et habilia lou; mettez ye un anelai ai det et de souliers as pés. `d Menas atabé un budel pla gras et tua lou; menjen et regalen nous. Aqui y ai un éfan qu'éra mort s'éra perdut et s'es trouba : se meteron doun à se regala. Son aïnat era aï can ; reben et couma s'approujaba de l'oustaou éntén une granda symphonie et de dansas. Souna doun un barlet et ye demanda de qu'és tout aco. Lou barlet ye respon: Bostre frero es bengut et bostre pera a faits tua un budel gras pasque l'o bist pla galiar. L'aniat se met àladoun dine una passion qué boulio j pas dintra, caguet que lou pera sortiguessa et que se metessa à lou prega. Més el ye respons : Y o tant d'ans que bous serbisse . jamais n'aï pas manquat de faïre ce que m'abes coumandet et jamais m'abés pas donnat soulomen un cabrit per regala ambé mous amicts. Més dés que bostre caddet qu'o accabat tout son déqué ambé de coquinas es bengut abés faits tua per el lou budel lou pus-gras. Aladonn soun pera ye dis: Moun fil lu sios toujours ' ambe yeou et tout ce qu'es miou es tiou. toun frère era mort et es rebengut; s'éra perdut et s'és troubat.",filsprod_fr-oc_Herault2,parallel,1,0.1898249387741089,0.1879432624113475,0.5985130111524164,0.32604735883424407,0.16318363717207648,0.19093851132686085,filsprod_fr-oc,Herault2
"L’affaire n’a pas fait les grands titres des journaux ; les défenseurs des libertés ne se sont pas mobilisés et, à ma connaissance, BHL ne prépare aucun film sur le sujet.",Die Affar isch nit in de Schlazile vùn de Zittùng gstànde,parcolab_feltin-20230207_tr__fr-gsw,semi-parallel,1,0.0,0.6451612903225806,0.18803418803418803,0.04918032786885246,0.004878048780487805,0.0,parcolab_feltin-20230207_tr_,gsw
"Selon lui, ce principe fondamental ""s’oppose à ce que soient reconnus des droits collectifs à quelque groupe que ce soit"".",Segon el,parcolab_feltin-20230207_tr__fr-oc,semi-parallel,1,0.1107347309589386,0.9,0.05194805194805195,0.009900990099009901,0.0,0.0,parcolab_feltin-20230207_tr_,oc
Il reste donc à comprendre pourquoi ils ne sont pas appliqués en France.,"Jetzt mues mr noch verstehn, wàrùm àss se in Frànkrich nit ùmgsetzt ware.",parcolab_feltin-20230207_tr__fr-gsw,parallel,1,0.07709185034036636,0.0,0.1956521739130435,0.056,0.031007751937984496,0.0,parcolab_feltin-20230207_tr_,gsw
24.,24.,parcolab_filsprodigue_tr__fr-oc,semi-parallel,1,1.0000001192092896,0.0,1.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,oc
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.","Adoncas, lo solelh a començat a picar e per en achabar, lo voiatjur, eschalonat, s'es despolhat.",LIMSI_fr-oc_noc_venteuges,parallel,1,0.28287360072135925,0.15789473684210525,0.3020833333333333,0.12162162162162163,0.047058823529411764,0.07407407407407407,LIMSI_fr-oc_noc,venteuges
Tous ont droit à une protection égale contre toute discrimination qui violerait la présente Déclaration et contre toute provocation à une telle discrimination.,1.,parcolab_universal_tr__fr-co,non-parallel,0,0.07948607206344604,0.9565217391304348,0.0,0.0,0.0,0.0,parcolab_universal_tr_,co
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.","Alora lo soleu a començat a brilhar e rapidament lo voiatjur, rescaudat, a enlevat lo manteu.",LIMSI_fr-oc_noc_guillestre,parallel,1,0.47947731614112854,0.15789473684210525,0.42696629213483145,0.21481481481481482,0.12987012987012986,0.125,LIMSI_fr-oc_noc,guillestre
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.","Alòr la bisa se botèt de bofar de tota sa fòrça mas moai bofava, moai le voiatjor sarrava son matèl autorn de se, e a la fin la bisa renoncèt de lhi foaire enlevar.",LIMSI_fr-oc_noc_thiers,parallel,1,0.4520602226257324,0.08108108108108109,0.5247524752475248,0.30158730158730157,0.1762295081967213,0.2631578947368421,LIMSI_fr-oc_noc,thiers
1.,1.,parcolab_universal_tr__fr-oc,semi-parallel,1,1.0,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,Ilhs tomberen d'acòrd que lo que 'ribariá lo prumier a far,LIMSI_fr-oc_noc_pierre-buffiere,semi-parallel,1,0.3771822452545166,0.5217391304347826,0.3617021276595745,0.15714285714285714,0.1032258064516129,0.20833333333333334,LIMSI_fr-oc_noc,pierre
La réponse tient à la manière très curieuse qu’a l'Etat français de concevoir la Nation.,Article 2,parcolab_feltin-20230207_tr__fr-oc,non-parallel,0,0.22022606432437897,0.8666666666666667,0.046875,0.0,0.0,0.0,parcolab_feltin-20230207_tr_,oc
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,Se metèron d'acòrdi que lo prumièr qu'arribariá a faire quitar lo mantèl al viatjaire seriá agaitat coma lo pus fòrt.,LIMSI_fr-oc_lan_saint-amans,parallel,1,0.5849601030349731,0.13043478260869565,0.49514563106796117,0.22674418604651161,0.11940298507462686,0.22580645161290322,LIMSI_fr-oc_lan,saint
"Tout individu a droit à la vie, à la liberté et à la sûreté de sa personne.",E jeder Mensch het s Racht ùffs Lawe,parcolab_universal_tr__fr-gsw,semi-parallel,1,0.32396894693374634,0.5294117647058824,0.11428571428571428,0.02197802197802198,0.0,0.05263157894736842,parcolab_universal_tr_,gsw
"Même au Maroc, qui ne passe pas pour un modèle en matière de droits de l’Homme, la loi fondamentale est ainsi rédigée (article 5). ""L’arabe demeure la langue officielle de l’Etat […].",Amai al Maròc,parcolab_feltin-20230207_tr__fr-oc,semi-parallel,1,0.415199339389801,0.90625,0.0970873786407767,0.026845637583892617,0.018072289156626505,0.037037037037037035,parcolab_feltin-20230207_tr_,oc
Il existe chez nous une confusion entre intégration et assimilation.,Es gibt bi uns e,parcolab_feltin-20230207_tr__fr-gsw,semi-parallel,1,0.2385951578617096,0.5,0.08771929824561403,0.014084507042253521,0.0,0.0,parcolab_feltin-20230207_tr_,gsw
"Il s'en alla donc, et s'attacha au service d'un des habitants du pays, qui l'envoya dans sa maison des champs pour y garder les pourceaux.",Si n'andedi da un citatino di quillu paiesi e la mandeddi a una casa ch'avia in campagna,parcolab_filsprodigue_tr__fr-co,semi-parallel,1,0.5877809524536133,0.32,0.330188679245283,0.08092485549132948,0.020202020202020204,0.11764705882352941,parcolab_filsprodigue_tr_,co
Toute personne a le droit de circuler librement et de choisir sa résidence à l'intérieur d'un Etat.,Tota persona a lo drech de circular liurament,parcolab_universal_tr__fr-oc,semi-parallel,1,0.17834658920764923,0.5294117647058824,0.3972602739726027,0.18518518518518517,0.1206896551724138,0.35294117647058826,parcolab_universal_tr_,oc
"Je vous assure pourtant qu'il s'agit là d'un programme on ne peut plus modéré et qu'en réalité, il faudrait aller bien plus loin.","Eppuru, v’assicurgu chì si tratta quì d’un prugramma chì di più muderatu ùn si pò, è chì, in realità, ci vulerebbe andà ancu di più luntanu.",parcolab_feltin-20220308_tr__fr-co,parallel,1,0.4565194845199585,0.11538461538461539,0.32,0.1,0.043859649122807015,0.07894736842105263,parcolab_feltin-20220308_tr_,co
2.,2.,parcolab_universal_tr__fr-co,semi-parallel,1,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,co
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.","Adonc la rispa se meteguèt a bofar que desbanava los buòus, a bofar tant que podiá, mès mai bofava, mai s'acatava lo viatjaire dins son mantèl, fai qu'a la fin la rispa abandonèt.",LIMSI_fr-oc_lan_najac,parallel,1,0.6541613340377808,0.10810810810810811,0.34710743801652894,0.1583710407239819,0.07692307692307693,0.17073170731707318,LIMSI_fr-oc_lan,najac
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.","De Nordwend het dànn met voller Kraft geblòse, awer wie meh daàs er geblòsen het, wie feschter het de Spàziergànger sech en de Màntel ingeweckelt, andli het's dànn de Nordwend òfgaan.",LIMSI_fr-gsw_mollkirch,parallel,1,0.4436771869659424,0.16216216216216217,0.2595419847328244,0.08898305084745763,0.027777777777777776,0.021739130434782608,LIMSI_fr-gsw,mollkirch
"La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort, quand ils ont vu un voyageur qui s'avançait, enveloppé dans son manteau.","Coma 'quò, la bisa deuguèt reconistre que le solelh z-èra le mai fòrt de los dos.",parcolab_bisesoleil_or__fr-gsw,non-parallel,0,0.19321689009666443,0.38461538461538464,0.2719298245614035,0.096045197740113,0.05527638190954774,0.12121212121212122,parcolab_bisesoleil_or_,gsw
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.",Alòrs,LIMSI_fr-oc_noc_sainte-christine,semi-parallel,1,0.08122128248214722,0.9333333333333333,0.017857142857142856,0.0,0.0,0.0,LIMSI_fr-oc_noc,sainte
Article 22,Àrtikel,parcolab_universal_tr__fr-gsw,semi-parallel,1,0.45098036527633667,0.5,0.25,0.18181818181818182,0.1,1.0,parcolab_universal_tr_,gsw
Verdict ?,Sintenza ?,parcolab_feltin-20210921_tr__fr-co,parallel,1,0.5202003717422485,0.0,0.0,0.0,0.0,0.0,parcolab_feltin-20210921_tr_,co
"La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort, quand ils ont vu un voyageur qui s'avançait, enveloppé dans son manteau.","Chì a gara di Matabiau, in Tolosa, vene d’un anzianu tumbatoghju (da matar : « tumbà » è bueu : « boie »).",LIMSI_fr-oc_noc_rauret,non-parallel,0,0.22256964445114136,0.11538461538461539,0.23622047244094488,0.02912621359223301,0.004424778761061947,0.0,LIMSI_fr-oc_noc,rauret
"Nul ne peut être arbitrairement privé de sa nationalité, ni du droit de changer de nationalité.","La bisa e le solelh se brejavan ; iun mai l'autre pensava qu'aul èra le pus fòrt daus dos, elhs vigueton arrivar quauqu'un que s'avançava, ben covrit dei son mantiau.",parcolab_universal_tr__fr-oc,non-parallel,0,0.018718749284744263,0.4666666666666667,0.28695652173913044,0.0663265306122449,0.02252252252252252,0.05714285714285714,parcolab_universal_tr_,oc
1.,Degun pòt pas èsser privat arbitràriament de sa nacionalitat ni del drech de cambiar de nacionalitat.,parcolab_universal_tr__fr-oc,non-parallel,0,0.0,0.9375,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
"Parler une langue régionale ""ne sert à rien"" ?",Parlà una lingua regiunale « ùn ghjova à nunda » ?,parcolab_feltin-20211123_tr__fr-co,parallel,1,0.5140271186828613,0.18181818181818182,0.39215686274509803,0.16901408450704225,0.06329113924050633,0.36363636363636365,parcolab_feltin-20211123_tr_,co
32.,"Degun serà pas condemnat per d'accions o d'omissions que, quand foguèron comesas, constituïssián pas un acte delictuós segon lo drech nacional o internacional.",parcolab_filsprodigue_tr__fr-gsw,non-parallel,0,0.08482597768306732,0.9565217391304348,0.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,gsw
"A une - grande - différence près : les fameux ""hussards noirs"" pratiquaient une immersion forcée, répressive et exclusive, puisque les enfants surpris à parler corse, breton ou basque étaient punis, voire humiliés.",À una– bella - sfarenza vicinu,parcolab_feltin-20210921_tr__fr-co,semi-parallel,1,0.25285106897354126,0.8181818181818182,0.0859375,0.015228426395939087,0.004694835680751174,0.06666666666666667,parcolab_feltin-20210921_tr_,co
La famille est l'élément naturel et fondamental de la société et a droit à la protection de la société et de l'Etat.,La familha es l'element natural e fondamental de la societat e,parcolab_universal_tr__fr-oc,semi-parallel,1,0.5144071578979492,0.5,0.6440677966101694,0.46236559139784944,0.3644859813084112,0.29411764705882354,parcolab_universal_tr_,oc
2.,2.,parcolab_universal_tr__fr-oc,parallel,1,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
"Et il faut être un rhétoricien de haut vol pour soutenir que l’égalité consiste à réserver aux seuls francophones la possibilité d’utiliser partout leur langue première – tout en privant de cette même liberté les Alsaciens, les Basques, les Catalans, les Réunionnais et les autres…",Àrtikel 7,parcolab_feltin-20230207_tr__fr-co,non-parallel,0,0.046571776270866394,0.9555555555555556,0.03125,0.004524886877828055,0.0,0.0,parcolab_feltin-20230207_tr_,co
"Il demeure qu'à ce stade, rien, strictement rien, ne prouve que les élèves de ces établissements rencontrent de quelconques difficultés en français - bien au contraire.",U fattu si stà chì à stu puntu,parcolab_feltin-20210921_tr__fr-co,semi-parallel,1,0.21786226332187653,0.6923076923076923,0.1111111111111111,0.02054794520547945,0.005917159763313609,0.07407407407407407,parcolab_feltin-20210921_tr_,co
"• Union européenne, Charte européenne des droits fondamentaux, article 21 : ""Est interdite, toute discrimination fondée notamment sur le sexe, la race, la couleur, les origines ethniques ou sociales, les caractéristiques génétiques, la langue, la religion ou les convictions, les opinions politiques ou toute autre opinion, l’appartenance à une minorité nationale, la fortune, la naissance, un handicap, l’âge ou l’orientation sexuelle"" (charte contraignante pour tous les Etats-membres depuis 2007).","• Unione Eurupea, Carta eurupea di i diritti fundamentali, articulu 21 : « Hè difesa ogni discriminazione fundata anzituttu nant’à u sessu, a razza, u culore, l’origine etniche o suciale, e caratteristiche genetiche, a lingua, a religione o e cunvinzioni, l’upinioni pulitiche o tutt’altra upinione, l’appartene à una minurità naziunale, a furtuna, a nascita, un svantaghju, l’età o l’urientazione sessuale » (carta custringhjente per tutti i Stati membri da u 2007).",parcolab_feltin-20230207_tr__fr-co,parallel,1,0.8625158071517944,0.028169014084507043,0.5515463917525774,0.25052192066805845,0.12705530642750373,0.1566265060240964,parcolab_feltin-20230207_tr_,co
"Ils ont des droits égaux au regard du mariage, durant le mariage et lors de sa dissolution.","An de dreches egals en çò que pertòca al maridatge, pendent lo maridatge e al moment de sa dissolucion.",parcolab_universal_tr__fr-oc,parallel,1,0.285900354385376,0.10526315789473684,0.3793103448275862,0.232,0.13793103448275862,0.1111111111111111,parcolab_universal_tr_,oc
"Nul ne sera condamné pour des actions ou omissions qui, au moment où elles ont été commises, ne constituaient pas un acte délictueux d'après le droit national ou international.","Alavetz, la bisa se metèt a bufar, bufa que bufaràs, mès mai bufava, mai lo voiatjor se sarrava lo mantèl sus el e, a la fin, la bisa quitèt de lo li voler far tombar.",parcolab_universal_tr__fr-oc,non-parallel,0,0.14715641736984253,0.17142857142857143,0.32231404958677684,0.04201680672268908,0.003484320557491289,0.0625,parcolab_universal_tr_,oc
"Cependant son fils aîné, qui était dans les champs, revint ; et, lorsqu'il fut proche de la maison, il entendit les concerts et le bruit de ceux qui dansaient.",Cepedent son filh ainat qu’èra als camps tornèt e quand fosquèt prèp de son ostal entendèt que cantavan e que dansavan.,parcolab_filsprodigue_tr__fr-oc,parallel,1,0.5750088095664978,0.27586206896551724,0.4326923076923077,0.20994475138121546,0.09954751131221719,0.10810810810810811,parcolab_filsprodigue_tr_,oc
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,2.,LIMSI_fr-gsw_mollkirch,non-parallel,0,0.17476025223731995,0.9565217391304348,0.0,0.0,0.0,0.0,LIMSI_fr-gsw,mollkirch
"Après qu'il eut tout dépensé, il survint une grande famine dans ce pays-là, et il commença à tomber en nécessité.",Quand'ellu s'ebbi tuttu magnatu in quilla cita ci fù una gran caristia e ghi cuminciò a mancà lu nicissariu.,parcolab_filsprodigue_tr__fr-co,parallel,1,0.3472185730934143,0.05,0.2882882882882883,0.08839779005524862,0.03015075376884422,0.15625,parcolab_filsprodigue_tr_,co
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.","Es aital que l'aura se faguèt fòrça per reconèisser qu'entre eles, lo sorelh èra lo mai fòrt.",LIMSI_fr-oc_lan_sainte-croix,parallel,1,0.40623438358306885,0.11764705882352941,0.4605263157894737,0.14285714285714285,0.06338028169014084,0.11538461538461539,LIMSI_fr-oc_lan,sainte
"En revanche, celle-ci ne devrait pas être poussée trop loin afin de respecter les droits culturels de chacun.",Awer die miesst nit zue wit gehn,parcolab_feltin-20230207_tr__fr-gsw,semi-parallel,1,0.1611153483390808,0.6111111111111112,0.10344827586206896,0.016129032258064516,0.0,0.045454545454545456,parcolab_feltin-20230207_tr_,gsw
4.,4.,parcolab_universal_tr__fr-oc,parallel,1,1.000000238418579,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.",Donc,LIMSI_fr-oc_noc_pierre-buffiere,semi-parallel,1,0.16721892356872559,0.9473684210526315,0.028985507246376812,0.0,0.0,0.0,LIMSI_fr-oc_noc,pierre
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,"Tota persona a lo drech d'abandonar tot país, quitament lo sieu, e de tornar dins son país.",LIMSI_fr-co_corte,non-parallel,0,0.26037269830703735,0.2608695652173913,0.3055555555555556,0.06857142857142857,0.02030456852791878,0.0967741935483871,LIMSI_fr-co,corte
- Systématiser les signalétiques bilingues français-langue régionale dans l'espace public et les bâtiments publics.,- Rende sistematica a signaletica bislingua francese-lingua regiunale in u spaziu publicu è i stabilimenti publichi.,parcolab_feltin-20220308_tr__fr-co,parallel,1,0.897708535194397,0.125,0.5384615384615384,0.25517241379310346,0.15476190476190477,0.08,parcolab_feltin-20220308_tr_,co
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,"Son filh li diguèt : Mon pèra, ai pecat contra lo cèl e davant vos, ieu soi pas digne ara d’èstre apelat vòstre filh.",LIMSI_fr-oc_lan_sainte-livrade,non-parallel,0,0.30233871936798096,0.041666666666666664,0.2966101694915254,0.07853403141361257,0.009009009009009009,0.10810810810810811,LIMSI_fr-oc_lan,sainte
La réponse tient à la manière très curieuse qu’a l'Etat français de concevoir la Nation.,La responsa ten al biais curiós qu’a l’Estat francés de concebre la Nacion.,parcolab_feltin-20230207_tr__fr-oc,parallel,1,0.963112473487854,0.13333333333333333,0.5131578947368421,0.34545454545454546,0.21428571428571427,0.19047619047619047,parcolab_feltin-20230207_tr_,oc
2.,2.,parcolab_universal_tr__fr-gsw,semi-parallel,1,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,gsw
